152, 520
161, 596
178, 670
199, 743
226, 812
264, 878
310, 941
367, 996
438, 1011
510, 998
570, 947
619, 882
659, 813
684, 737
702, 660
717, 581
723, 497
164, 464
184, 406
239, 382
298, 380
355, 399
471, 401
532, 376
597, 374
659, 398
691, 453
415, 477
413, 539
412, 602
412, 666
360, 698
389, 710
419, 718
453, 705
484, 693
226, 494
257, 469
297, 469
335, 497
298, 503
257, 506
509, 490
547, 460
586, 458
618, 481
589, 493
549, 494
329, 800
367, 792
402, 785
430, 791
461, 782
504, 784
549, 784
509, 819
469, 834
436, 839
406, 837
371, 825
349, 803
403, 806
432, 808
464, 802
531, 790
466, 802
434, 807
405, 804
