121, 523
132, 602
148, 680
163, 756
188, 826
228, 883
284, 928
345, 960
407, 969
471, 961
537, 930
595, 886
633, 826
661, 755
675, 678
684, 601
687, 523
160, 451
190, 408
242, 389
299, 392
350, 412
443, 412
496, 393
551, 388
603, 405
636, 443
400, 476
403, 528
406, 582
408, 637
360, 678
383, 686
407, 691
430, 686
451, 678
225, 498
257, 478
295, 477
328, 502
294, 511
255, 512
474, 501
508, 477
545, 475
576, 495
548, 510
510, 509
300, 796
342, 773
381, 758
404, 766
428, 758
465, 773
505, 794
465, 813
430, 819
403, 821
378, 820
342, 814
316, 794
379, 788
404, 790
428, 789
489, 793
428, 789
403, 791
379, 789
