156, 522
162, 582
172, 642
183, 701
200, 761
234, 810
284, 848
343, 874
409, 880
475, 872
534, 845
582, 806
615, 757
630, 699
638, 640
645, 582
650, 523
200, 470
232, 438
278, 425
327, 424
373, 438
442, 437
490, 424
539, 425
584, 439
614, 472
410, 479
410, 523
411, 565
412, 609
362, 641
386, 650
411, 658
437, 652
460, 644
256, 491
283, 472
315, 471
345, 493
315, 499
282, 500
472, 494
499, 472
532, 473
558, 493
533, 501
501, 499
323, 726
355, 709
386, 698
409, 707
431, 700
461, 712
494, 727
460, 737
430, 741
408, 742
383, 742
355, 737
335, 725
385, 719
409, 722
431, 720
482, 726
430, 718
408, 720
384, 717
