83, 531
92, 614
105, 694
119, 773
140, 848
182, 911
242, 961
309, 1000
390, 1013
472, 1006
548, 974
611, 925
656, 862
680, 785
693, 706
707, 626
716, 544
142, 474
174, 435
227, 417
282, 418
335, 435
445, 446
502, 433
560, 434
615, 454
650, 492
391, 511
391, 566
392, 619
392, 675
332, 714
361, 724
391, 731
422, 725
451, 716
201, 520
236, 497
278, 498
314, 527
275, 535
233, 536
470, 532
506, 506
548, 507
583, 534
549, 545
507, 542
282, 819
320, 796
359, 788
393, 797
426, 789
467, 801
507, 822
466, 842
425, 849
391, 851
357, 848
320, 839
299, 821
358, 813
392, 817
426, 815
490, 823
425, 814
392, 816
358, 812
