133, 501
138, 581
149, 663
161, 740
182, 811
218, 877
266, 932
320, 979
387, 995
458, 983
521, 939
574, 882
615, 820
644, 749
659, 671
667, 593
668, 518
173, 449
207, 415
260, 406
314, 412
367, 430
454, 438
502, 423
551, 417
601, 430
634, 463
406, 488
407, 549
407, 609
407, 671
347, 697
373, 706
403, 716
435, 708
462, 699
233, 492
263, 479
297, 478
330, 500
296, 504
262, 505
482, 505
515, 488
549, 490
578, 505
550, 514
516, 512
289, 792
330, 786
371, 780
399, 789
430, 782
471, 791
507, 799
468, 829
427, 842
395, 844
365, 839
326, 822
306, 796
370, 802
398, 807
430, 805
493, 803
428, 807
397, 809
368, 803
