89, 465
86, 556
102, 645
125, 730
159, 814
200, 901
256, 976
331, 1030
424, 1045
512, 1021
588, 964
649, 894
697, 809
732, 721
748, 625
753, 531
745, 437
103, 380
138, 336
197, 324
257, 335
311, 361
466, 349
522, 315
583, 294
648, 307
689, 351
389, 435
388, 518
387, 599
386, 681
314, 700
352, 719
394, 732
437, 717
476, 699
171, 459
207, 439
253, 438
297, 462
255, 470
208, 473
497, 453
544, 425
590, 424
625, 441
593, 459
547, 461
270, 803
314, 793
359, 786
397, 796
443, 784
496, 790
548, 794
500, 849
451, 882
401, 890
359, 885
314, 858
293, 809
361, 819
399, 824
445, 817
520, 801
444, 824
398, 833
359, 827
