106, 500
107, 590
118, 679
134, 767
158, 850
205, 923
266, 982
335, 1027
413, 1043
499, 1031
586, 995
665, 944
730, 875
772, 791
797, 697
808, 602
810, 507
149, 422
185, 379
240, 360
299, 369
348, 395
481, 393
536, 360
599, 351
660, 365
708, 402
420, 470
422, 530
423, 591
425, 652
355, 708
388, 717
423, 724
459, 716
490, 707
209, 491
247, 472
291, 471
331, 497
289, 504
245, 506
510, 493
556, 465
600, 463
639, 482
602, 498
556, 498
287, 828
342, 810
388, 796
421, 806
456, 795
502, 809
554, 831
500, 865
453, 875
416, 878
380, 875
336, 864
309, 831
385, 830
420, 833
455, 830
535, 834
453, 828
419, 831
384, 828
