88, 435
89, 524
96, 611
104, 695
120, 776
152, 851
206, 913
274, 959
353, 980
434, 972
510, 935
576, 883
622, 817
657, 745
679, 668
696, 585
709, 497
119, 384
153, 335
214, 320
276, 335
332, 369
466, 379
523, 354
587, 351
644, 375
675, 426
394, 447
391, 500
388, 553
385, 607
320, 653
348, 662
378, 670
408, 667
437, 660
181, 452
218, 433
261, 436
302, 465
259, 469
214, 469
480, 480
525, 457
567, 462
599, 487
563, 497
519, 490
253, 765
304, 749
348, 737
374, 747
401, 739
441, 756
482, 777
439, 822
399, 836
369, 836
340, 832
300, 814
277, 767
344, 773
372, 777
399, 776
461, 778
400, 779
373, 779
346, 775
