104, 515
106, 596
111, 678
114, 764
136, 845
181, 910
243, 960
308, 1006
388, 1017
471, 1008
540, 961
601, 907
645, 837
667, 759
676, 678
682, 597
685, 517
144, 478
177, 442
231, 435
282, 447
332, 471
428, 474
479, 453
532, 443
585, 455
622, 492
377, 526
375, 586
371, 645
368, 705
312, 718
337, 735
368, 750
400, 738
430, 725
213, 510
242, 489
280, 492
309, 522
275, 528
238, 526
454, 530
485, 502
523, 502
552, 526
524, 540
487, 540
262, 789
304, 791
342, 792
373, 800
405, 793
447, 795
490, 798
448, 820
407, 829
373, 830
339, 826
301, 814
280, 794
341, 808
373, 813
406, 810
472, 801
406, 804
374, 806
342, 801
