116, 504
123, 582
140, 658
152, 735
171, 809
211, 874
265, 927
323, 971
392, 985
463, 974
525, 933
580, 880
620, 815
639, 740
653, 662
670, 583
675, 503
153, 456
193, 433
241, 437
286, 452
331, 471
438, 468
486, 448
534, 434
584, 434
628, 454
384, 528
384, 580
383, 630
383, 683
334, 721
359, 729
386, 736
414, 729
440, 722
216, 522
248, 502
288, 505
320, 536
284, 544
244, 542
459, 533
490, 503
531, 500
563, 519
536, 539
495, 541
289, 818
326, 803
360, 794
387, 802
415, 794
453, 804
494, 821
455, 847
419, 862
389, 865
359, 860
326, 846
308, 823
360, 821
388, 823
416, 821
475, 824
416, 821
388, 824
360, 820
