106, 509
113, 589
130, 669
146, 750
173, 827
219, 894
276, 954
340, 1004
415, 1012
490, 999
554, 949
612, 889
659, 816
683, 735
693, 648
699, 560
699, 475
138, 459
166, 415
217, 394
273, 390
331, 400
431, 387
490, 367
551, 362
611, 377
649, 421
386, 463
388, 517
389, 571
391, 629
334, 675
363, 685
396, 692
427, 682
456, 671
202, 497
234, 472
277, 468
314, 493
278, 509
234, 514
469, 484
507, 454
552, 452
585, 474
556, 497
511, 498
287, 796
328, 781
366, 766
397, 776
431, 764
476, 776
522, 786
480, 818
437, 836
402, 841
369, 840
330, 825
304, 798
367, 794
398, 797
432, 791
504, 789
433, 790
399, 796
368, 794
