76, 536
83, 617
97, 695
107, 774
127, 853
173, 919
234, 971
308, 1006
396, 1011
480, 1000
547, 960
597, 904
635, 836
651, 760
659, 684
670, 608
673, 529
116, 470
152, 418
212, 393
277, 392
345, 403
422, 401
488, 386
552, 388
613, 410
645, 465
389, 452
392, 500
396, 548
399, 599
337, 662
365, 664
395, 670
420, 665
445, 660
181, 488
212, 468
251, 462
289, 479
252, 492
213, 497
474, 478
510, 460
549, 462
581, 483
548, 493
510, 489
252, 785
303, 759
354, 742
388, 753
422, 742
467, 756
511, 782
466, 798
423, 803
388, 805
352, 804
302, 800
273, 783
353, 771
389, 777
422, 771
491, 781
422, 770
389, 775
353, 770
