47, 533
54, 626
66, 718
86, 808
121, 890
176, 955
244, 1004
319, 1038
408, 1050
499, 1038
576, 1003
646, 950
697, 884
729, 799
742, 706
749, 611
752, 516
108, 425
145, 373
207, 352
273, 353
341, 371
452, 372
518, 350
589, 343
655, 360
696, 412
400, 445
402, 497
403, 549
405, 604
321, 672
360, 681
402, 688
443, 680
483, 671
179, 478
213, 454
258, 453
301, 478
259, 489
214, 491
499, 476
539, 448
585, 448
624, 470
586, 485
540, 485
268, 814
314, 782
362, 763
399, 773
435, 764
486, 784
538, 817
486, 835
436, 841
399, 842
361, 839
315, 833
289, 811
362, 795
399, 799
435, 797
517, 814
435, 803
399, 804
362, 802
