87, 487
94, 580
117, 678
145, 769
176, 858
223, 935
285, 998
363, 1039
454, 1043
539, 1022
610, 968
664, 894
701, 805
719, 710
729, 614
733, 520
727, 428
129, 405
163, 358
221, 343
281, 350
338, 368
455, 361
507, 332
565, 313
622, 319
664, 354
402, 453
405, 526
408, 597
412, 670
344, 716
381, 725
421, 729
458, 718
495, 707
196, 477
234, 459
276, 457
316, 479
277, 488
233, 491
493, 466
531, 440
573, 435
609, 446
579, 466
537, 471
310, 847
356, 825
397, 806
432, 816
470, 803
515, 816
558, 829
521, 862
479, 884
438, 891
403, 891
359, 878
331, 849
400, 846
434, 848
474, 841
538, 834
472, 835
433, 842
399, 840
