117, 479
115, 575
130, 670
146, 762
173, 849
219, 925
283, 985
355, 1028
433, 1042
514, 1026
586, 975
646, 909
689, 827
714, 736
732, 646
745, 552
741, 462
169, 382
208, 342
265, 330
321, 341
373, 366
496, 371
544, 345
599, 333
652, 344
688, 384
430, 464
428, 536
426, 605
424, 677
365, 721
395, 731
428, 740
460, 731
490, 721
226, 471
265, 453
308, 454
345, 486
302, 493
259, 489
516, 489
553, 458
596, 456
633, 475
600, 493
556, 494
314, 840
359, 822
400, 805
429, 816
456, 806
500, 823
543, 844
502, 885
461, 905
431, 908
398, 903
359, 884
334, 842
399, 846
430, 849
457, 846
524, 845
458, 851
430, 853
400, 850
