97, 477
106, 552
122, 624
142, 694
167, 763
208, 825
262, 878
324, 919
393, 931
460, 921
519, 880
569, 828
609, 764
636, 696
656, 625
670, 553
678, 480
148, 457
189, 426
243, 420
294, 432
343, 452
444, 451
493, 430
546, 422
598, 430
638, 460
399, 511
402, 563
404, 615
406, 667
348, 694
375, 701
404, 708
432, 703
457, 696
210, 509
244, 488
286, 491
322, 525
283, 533
241, 531
468, 527
503, 492
543, 489
577, 509
549, 532
507, 533
286, 774
332, 760
375, 749
402, 757
428, 751
467, 762
509, 772
467, 810
429, 825
399, 828
371, 825
330, 809
305, 777
374, 779
401, 783
428, 781
491, 776
428, 779
400, 782
373, 779
