102, 496
106, 587
124, 679
140, 767
166, 851
212, 924
273, 983
340, 1032
421, 1043
498, 1027
566, 974
627, 913
671, 839
694, 755
705, 667
718, 579
722, 492
131, 473
182, 444
247, 449
308, 466
365, 488
474, 481
528, 458
582, 442
638, 436
683, 459
418, 530
420, 597
422, 663
424, 730
354, 747
386, 761
421, 774
457, 763
490, 750
204, 522
242, 499
290, 501
329, 534
286, 545
238, 545
507, 531
543, 496
588, 494
624, 514
595, 539
550, 541
303, 848
348, 836
389, 826
421, 835
455, 828
494, 839
537, 848
494, 873
454, 882
419, 884
385, 881
346, 870
321, 850
389, 849
421, 855
455, 851
517, 851
453, 845
419, 848
387, 843
