123, 483
128, 560
136, 634
141, 705
157, 774
191, 834
234, 889
287, 936
354, 956
425, 954
493, 918
554, 873
604, 819
635, 753
655, 678
670, 599
679, 519
162, 437
194, 397
248, 387
304, 401
354, 432
449, 443
501, 419
558, 409
614, 428
646, 472
395, 498
391, 550
387, 602
384, 656
321, 680
350, 692
380, 706
413, 697
444, 689
218, 501
250, 484
290, 486
326, 516
286, 522
245, 520
473, 527
512, 504
552, 504
583, 524
552, 540
511, 537
260, 760
300, 752
341, 746
373, 758
406, 750
449, 763
495, 778
444, 811
399, 825
365, 827
330, 819
293, 797
278, 765
338, 777
370, 783
404, 782
477, 782
401, 784
368, 785
335, 779
