113, 546
123, 627
140, 706
156, 785
186, 858
233, 924
298, 977
372, 1018
456, 1029
537, 1014
601, 968
652, 908
683, 837
699, 761
709, 683
718, 602
717, 522
158, 480
200, 446
257, 435
315, 446
372, 465
497, 457
549, 433
603, 419
657, 424
693, 461
440, 515
442, 566
445, 616
447, 669
387, 717
417, 723
448, 729
478, 721
505, 712
227, 543
263, 520
306, 518
350, 544
307, 554
263, 558
517, 536
556, 506
598, 505
633, 524
602, 541
558, 542
324, 831
372, 808
416, 791
447, 798
475, 791
520, 805
570, 823
523, 855
481, 867
451, 871
419, 869
376, 857
346, 832
416, 821
448, 822
476, 820
549, 827
478, 824
449, 826
419, 824
