75, 448
77, 528
87, 605
102, 682
130, 752
177, 810
235, 853
295, 887
365, 901
440, 894
517, 870
596, 841
657, 797
696, 735
720, 662
740, 582
754, 496
110, 391
153, 357
211, 350
268, 364
321, 390
451, 386
515, 364
579, 355
643, 375
688, 417
382, 467
375, 533
366, 598
357, 662
302, 675
330, 688
361, 699
397, 690
433, 680
161, 464
201, 435
252, 441
294, 486
247, 489
195, 486
484, 489
524, 444
577, 443
621, 475
582, 494
529, 496
257, 725
298, 722
335, 722
367, 733
403, 725
448, 729
502, 735
449, 777
404, 794
368, 797
333, 791
296, 767
276, 730
334, 747
367, 754
403, 749
481, 741
405, 758
369, 762
336, 754
