139, 450
143, 531
157, 609
168, 687
182, 765
211, 837
266, 889
332, 930
406, 948
485, 940
561, 903
625, 855
665, 785
685, 709
698, 631
713, 553
722, 471
177, 408
210, 366
265, 344
325, 344
381, 367
480, 372
534, 352
595, 354
650, 377
685, 423
424, 438
419, 498
414, 558
409, 619
352, 650
380, 664
413, 674
449, 665
484, 653
235, 463
269, 451
306, 449
350, 465
307, 474
268, 476
511, 470
552, 457
590, 462
623, 475
587, 487
547, 481
293, 753
339, 739
383, 730
417, 739
448, 732
489, 742
536, 761
489, 790
447, 802
414, 803
378, 798
336, 783
312, 753
382, 754
416, 759
448, 756
516, 759
447, 758
415, 760
381, 755
