139, 540
137, 610
143, 681
150, 750
165, 820
198, 882
252, 926
311, 962
383, 976
458, 969
528, 940
589, 899
631, 843
652, 777
665, 709
676, 639
683, 568
178, 467
210, 427
263, 411
315, 416
364, 437
441, 444
493, 428
549, 427
602, 448
635, 488
394, 503
389, 552
385, 600
380, 651
331, 693
356, 703
383, 711
412, 705
440, 698
235, 515
264, 493
299, 495
331, 522
297, 527
261, 526
467, 527
499, 503
537, 505
566, 527
538, 537
500, 535
280, 800
317, 780
352, 766
381, 777
412, 768
452, 785
495, 810
453, 830
413, 838
380, 840
349, 836
314, 825
296, 802
352, 797
381, 800
412, 798
477, 810
411, 802
380, 804
351, 802
