89, 485
96, 562
114, 634
132, 706
153, 775
193, 838
248, 890
314, 927
389, 935
460, 921
524, 877
576, 823
611, 760
629, 694
641, 625
652, 556
654, 486
153, 396
191, 365
241, 360
289, 374
335, 395
425, 394
473, 375
523, 364
573, 372
607, 403
382, 455
385, 512
387, 569
390, 626
337, 660
362, 671
389, 681
416, 672
440, 659
200, 471
231, 450
269, 452
307, 479
269, 484
229, 486
454, 478
489, 451
528, 448
558, 470
531, 484
492, 484
267, 753
309, 729
354, 716
389, 727
421, 716
460, 729
498, 749
461, 787
422, 807
387, 811
349, 807
307, 787
288, 754
352, 754
388, 757
422, 753
478, 752
421, 753
387, 758
351, 754
