126, 445
136, 523
152, 600
170, 673
195, 743
238, 802
293, 852
354, 891
419, 906
484, 898
542, 860
593, 811
635, 750
662, 683
682, 612
700, 536
709, 459
188, 397
226, 369
277, 363
328, 373
377, 394
472, 404
521, 389
572, 383
621, 395
654, 429
430, 452
431, 506
433, 560
435, 615
379, 642
404, 651
432, 659
458, 653
482, 647
248, 446
280, 425
319, 428
349, 459
314, 465
275, 463
498, 471
528, 444
566, 446
596, 470
567, 482
529, 480
343, 740
380, 724
411, 711
436, 720
459, 712
489, 728
521, 745
488, 769
458, 779
434, 781
407, 777
378, 764
360, 742
409, 734
435, 738
458, 737
505, 745
458, 738
435, 741
409, 736
