94, 460
104, 546
116, 629
132, 712
159, 792
206, 858
274, 910
349, 948
426, 954
499, 936
559, 890
611, 836
650, 772
676, 701
690, 624
697, 543
698, 460
130, 436
177, 405
237, 401
298, 411
356, 434
450, 425
504, 403
559, 387
618, 391
663, 421
408, 479
414, 534
420, 588
426, 643
348, 681
381, 690
415, 698
448, 688
477, 677
205, 480
243, 458
288, 457
325, 489
287, 495
241, 497
481, 485
519, 453
562, 450
598, 471
567, 490
523, 491
293, 771
337, 755
382, 742
413, 748
443, 739
485, 750
526, 765
488, 798
450, 816
416, 820
384, 818
339, 801
311, 772
383, 771
413, 773
446, 769
509, 769
447, 772
415, 778
384, 774
