184, 473
187, 545
197, 615
211, 687
231, 755
263, 814
310, 863
365, 900
428, 911
494, 903
555, 867
607, 818
643, 757
672, 693
690, 627
701, 558
703, 486
203, 421
234, 386
284, 382
331, 396
375, 420
482, 419
528, 395
580, 383
633, 393
669, 428
428, 473
427, 526
425, 579
423, 632
376, 664
397, 673
423, 679
451, 674
477, 666
247, 476
279, 457
320, 458
355, 490
316, 498
274, 497
512, 490
548, 462
588, 460
620, 480
591, 499
550, 499
331, 754
364, 745
398, 735
423, 742
447, 734
486, 745
524, 757
486, 788
449, 800
423, 802
395, 799
362, 784
346, 756
397, 760
422, 764
448, 761
509, 759
449, 767
423, 770
397, 765
