96, 517
101, 587
109, 661
122, 735
145, 812
188, 883
248, 943
316, 981
397, 993
481, 985
554, 949
620, 893
662, 822
683, 741
695, 660
702, 576
706, 494
141, 449
170, 400
223, 380
282, 382
337, 399
421, 393
478, 368
540, 362
598, 382
636, 428
382, 459
381, 507
380, 553
378, 604
326, 664
354, 667
383, 669
412, 667
441, 665
205, 485
236, 463
273, 461
311, 483
274, 489
236, 491
463, 476
500, 451
540, 450
575, 469
542, 479
501, 480
267, 776
306, 746
347, 725
376, 733
407, 725
454, 746
500, 779
455, 809
412, 824
378, 827
347, 824
308, 807
284, 774
348, 755
377, 757
408, 755
483, 776
409, 787
378, 788
349, 785
