146, 529
156, 600
175, 667
194, 735
215, 801
251, 863
302, 913
365, 951
436, 962
508, 948
572, 912
626, 859
661, 794
680, 725
693, 653
705, 579
709, 503
172, 456
203, 423
251, 413
299, 424
348, 442
473, 437
520, 413
570, 398
621, 402
660, 431
415, 504
418, 555
420, 604
422, 656
369, 702
396, 707
424, 712
452, 705
480, 697
222, 523
254, 497
297, 496
338, 527
296, 539
252, 541
498, 521
535, 487
578, 483
613, 505
583, 527
539, 528
325, 807
360, 789
397, 777
424, 785
449, 776
489, 786
534, 798
493, 834
455, 850
427, 854
398, 852
361, 840
341, 807
397, 806
424, 809
450, 805
517, 800
452, 807
426, 811
398, 808
