41, 455
39, 547
48, 640
68, 733
105, 819
153, 899
218, 969
301, 1024
394, 1043
491, 1028
573, 979
638, 911
687, 834
716, 746
732, 651
745, 555
749, 458
101, 367
137, 320
198, 303
264, 304
325, 323
478, 320
543, 301
610, 300
671, 323
700, 373
397, 403
396, 465
395, 526
393, 590
323, 643
357, 652
394, 661
432, 653
468, 644
171, 414
211, 394
258, 394
299, 422
255, 430
208, 430
493, 420
534, 392
581, 393
615, 416
583, 432
537, 430
257, 782
302, 758
352, 744
392, 757
436, 746
486, 761
531, 791
486, 819
439, 834
391, 837
347, 830
301, 812
277, 784
351, 784
392, 788
437, 786
509, 790
437, 789
392, 792
351, 786
