98, 471
100, 560
114, 649
131, 735
159, 820
207, 898
268, 964
336, 1018
410, 1034
488, 1020
556, 967
619, 905
669, 829
698, 746
717, 657
734, 567
741, 475
130, 425
173, 390
232, 386
288, 401
341, 427
479, 432
537, 405
597, 391
658, 392
703, 427
411, 505
411, 572
411, 639
412, 707
348, 738
379, 751
411, 762
446, 751
477, 739
201, 497
238, 476
286, 481
328, 518
282, 525
232, 523
493, 520
536, 484
585, 480
624, 501
591, 526
540, 529
299, 833
343, 817
382, 806
409, 815
439, 807
480, 820
524, 836
481, 861
441, 874
409, 876
379, 872
342, 859
317, 835
381, 836
409, 839
440, 835
506, 837
439, 836
409, 841
381, 836
