185, 138
185, 155
186, 172
188, 188
193, 204
203, 217
216, 227
232, 234
251, 236
270, 234
287, 228
301, 218
312, 205
317, 188
319, 170
321, 152
321, 135
195, 114
203, 104
216, 100
230, 101
243, 106
267, 105
279, 100
292, 99
305, 102
313, 112
254, 120
254, 130
254, 140
254, 151
240, 163
247, 164
253, 165
260, 164
267, 163
209, 127
216, 121
225, 120
234, 125
226, 128
217, 129
274, 124
282, 119
291, 119
298, 125
291, 127
282, 127
230, 193
239, 186
248, 182
254, 183
260, 182
269, 185
279, 192
269, 194
260, 194
254, 195
248, 195
239, 195
233, 192
248, 188
254, 188
260, 188
275, 191
260, 188
254, 188
248, 188
