206, 106
206, 120
208, 136
210, 151
214, 165
223, 178
236, 188
250, 195
266, 198
282, 195
294, 187
304, 176
310, 163
312, 149
313, 135
315, 121
315, 108
215, 95
223, 86
234, 83
246, 85
257, 89
275, 89
286, 86
297, 85
307, 87
313, 96
266, 99
266, 109
266, 118
266, 128
254, 136
260, 137
266, 139
271, 137
276, 136
230, 103
236, 100
243, 100
249, 103
243, 105
236, 105
280, 104
287, 101
294, 101
299, 104
294, 107
287, 106
245, 159
252, 154
259, 152
265, 153
271, 152
278, 155
285, 159
278, 162
272, 163
266, 164
259, 163
253, 162
248, 159
259, 156
265, 157
271, 156
282, 159
272, 156
266, 157
260, 156
