198, 132
199, 148
202, 163
205, 179
208, 195
215, 209
227, 220
242, 227
260, 228
278, 226
293, 219
304, 207
310, 192
313, 176
314, 159
317, 142
317, 126
205, 112
213, 103
224, 99
236, 99
248, 102
264, 101
276, 98
288, 97
300, 101
308, 109
256, 112
257, 125
257, 138
258, 151
246, 160
252, 162
259, 164
264, 162
269, 159
218, 119
224, 114
232, 113
240, 118
232, 120
225, 121
272, 116
279, 112
287, 112
294, 116
287, 118
279, 118
233, 185
241, 179
250, 175
258, 176
266, 174
274, 177
282, 182
276, 190
267, 193
259, 194
251, 194
241, 192
237, 185
250, 183
258, 183
266, 182
279, 182
267, 183
259, 184
251, 184
