128, 349
132, 394
139, 436
147, 480
160, 519
186, 554
220, 580
258, 599
303, 603
347, 597
381, 577
410, 548
431, 511
442, 468
448, 423
454, 378
457, 332
157, 326
177, 302
208, 295
240, 296
269, 308
321, 304
351, 291
384, 288
415, 295
433, 320
297, 340
299, 375
300, 409
302, 444
263, 456
282, 462
301, 468
320, 462
337, 455
195, 348
212, 338
233, 338
252, 350
233, 355
212, 356
338, 347
357, 333
379, 332
397, 341
381, 350
360, 351
242, 505
263, 494
284, 488
301, 494
318, 489
338, 494
357, 506
338, 519
319, 525
301, 526
283, 525
262, 518
250, 503
284, 502
301, 506
319, 503
349, 504
318, 503
300, 506
283, 503
