194, 121
192, 139
193, 157
196, 175
202, 192
213, 205
227, 217
243, 225
262, 227
280, 224
294, 216
305, 204
314, 190
319, 174
322, 157
323, 140
323, 124
205, 98
213, 88
225, 84
238, 85
251, 91
275, 91
288, 88
301, 88
313, 93
318, 105
263, 105
263, 115
264, 125
264, 136
248, 147
255, 149
262, 150
270, 149
276, 148
218, 111
225, 106
234, 105
244, 111
235, 114
225, 114
279, 113
288, 108
297, 109
304, 115
297, 117
288, 116
235, 176
246, 169
255, 165
263, 167
271, 166
280, 170
289, 178
280, 184
271, 185
262, 185
254, 185
245, 183
239, 175
255, 172
263, 173
271, 173
285, 176
271, 175
263, 175
255, 174
