183, 126
184, 143
186, 158
190, 174
196, 189
207, 201
220, 211
235, 218
251, 219
267, 218
282, 210
295, 199
304, 187
310, 173
314, 158
315, 143
316, 128
196, 112
204, 104
216, 100
228, 102
240, 107
265, 107
277, 102
288, 100
299, 103
306, 112
252, 119
252, 127
252, 135
252, 143
240, 154
246, 156
252, 157
258, 156
264, 154
211, 122
218, 117
227, 117
235, 124
227, 126
218, 126
269, 124
276, 117
285, 117
292, 123
286, 126
277, 126
230, 180
239, 174
247, 171
252, 172
257, 171
264, 174
273, 180
265, 184
257, 186
252, 186
247, 186
239, 185
234, 180
247, 177
251, 177
257, 177
269, 180
257, 178
252, 178
247, 178
