186, 133
185, 149
186, 165
188, 182
192, 198
200, 212
213, 223
228, 231
248, 234
268, 231
284, 224
297, 213
304, 199
307, 183
309, 166
311, 151
310, 136
195, 114
204, 106
216, 103
228, 102
240, 105
265, 107
277, 103
289, 104
300, 108
307, 117
252, 120
252, 129
252, 139
252, 149
238, 158
244, 160
250, 162
257, 161
263, 160
210, 124
216, 120
225, 120
233, 124
225, 126
217, 127
269, 125
278, 121
286, 122
292, 126
286, 129
278, 128
226, 186
235, 179
244, 175
249, 177
256, 176
264, 181
273, 188
263, 192
255, 193
249, 193
243, 192
234, 190
230, 185
244, 183
249, 184
256, 184
268, 187
255, 183
249, 184
243, 183
