189, 131
187, 151
187, 171
189, 191
194, 211
202, 229
216, 243
232, 253
252, 256
272, 253
288, 244
301, 231
310, 214
314, 194
315, 175
316, 156
316, 138
200, 123
210, 117
222, 116
234, 118
246, 122
265, 123
277, 119
289, 117
301, 118
309, 127
255, 134
255, 144
255, 155
255, 167
244, 179
249, 180
254, 182
260, 181
265, 179
214, 134
222, 130
230, 130
238, 136
230, 138
221, 138
271, 137
279, 131
288, 131
295, 136
288, 139
279, 139
230, 207
239, 201
248, 197
254, 199
260, 198
269, 201
277, 208
269, 215
260, 218
254, 218
246, 217
238, 214
234, 207
247, 205
254, 206
260, 205
273, 208
260, 206
254, 207
247, 206
