186, 122
186, 142
187, 161
189, 181
196, 200
206, 216
221, 229
238, 238
258, 240
279, 237
295, 227
306, 214
314, 197
318, 179
319, 160
322, 142
321, 126
195, 109
206, 100
220, 99
234, 103
248, 108
272, 108
283, 103
296, 100
309, 101
317, 111
259, 122
260, 134
260, 146
260, 159
242, 170
250, 171
259, 172
267, 171
275, 170
210, 122
218, 118
227, 119
236, 124
227, 126
217, 126
280, 125
288, 120
297, 120
304, 124
297, 128
288, 127
229, 197
240, 193
250, 190
257, 192
264, 191
274, 194
285, 199
275, 205
265, 206
257, 206
249, 206
239, 204
234, 196
249, 196
257, 198
264, 197
282, 198
265, 196
258, 196
250, 195
