185, 125
184, 141
186, 157
188, 173
193, 189
201, 203
213, 214
228, 222
245, 224
263, 221
278, 214
290, 203
298, 190
303, 173
305, 156
306, 141
305, 125
193, 103
201, 96
213, 96
224, 98
235, 104
260, 102
270, 97
281, 95
292, 97
299, 104
247, 114
247, 124
247, 134
247, 144
233, 156
239, 157
246, 158
252, 157
258, 156
206, 117
213, 113
222, 112
230, 118
221, 120
213, 121
263, 118
272, 113
281, 113
287, 118
281, 121
272, 121
222, 182
230, 177
240, 173
246, 175
253, 173
262, 176
270, 182
262, 188
254, 191
247, 191
239, 191
230, 188
226, 182
240, 181
246, 181
253, 180
266, 182
253, 180
247, 181
240, 181
