206, 110
205, 123
207, 136
209, 150
213, 164
220, 175
231, 184
244, 190
261, 192
278, 191
291, 184
300, 174
307, 162
310, 148
312, 134
312, 121
311, 108
214, 92
221, 85
230, 83
240, 84
250, 87
269, 89
279, 85
289, 84
298, 86
305, 93
260, 100
260, 108
261, 116
261, 124
250, 133
255, 134
260, 135
265, 135
270, 134
225, 103
231, 99
239, 99
246, 103
238, 105
231, 105
273, 103
280, 100
288, 100
294, 104
288, 106
280, 105
239, 154
247, 148
255, 144
261, 146
266, 144
273, 149
281, 156
272, 159
266, 160
260, 160
254, 160
247, 158
242, 154
255, 152
260, 153
266, 152
277, 155
265, 152
260, 152
254, 151
