206, 113
206, 126
207, 141
208, 155
213, 168
221, 179
232, 189
245, 195
260, 196
276, 194
289, 188
300, 179
307, 168
312, 154
313, 140
314, 126
313, 113
215, 98
221, 90
230, 87
241, 87
251, 89
268, 89
278, 86
289, 86
298, 90
304, 98
259, 98
259, 108
259, 117
259, 128
248, 135
253, 137
259, 138
265, 137
271, 136
227, 105
232, 100
239, 100
246, 103
239, 104
233, 105
274, 103
281, 100
287, 100
293, 105
287, 105
280, 104
240, 158
247, 151
254, 148
260, 149
266, 148
273, 151
280, 158
273, 159
267, 160
260, 160
254, 159
247, 159
243, 157
254, 152
260, 153
266, 152
277, 156
266, 153
260, 153
254, 152
