199, 122
200, 138
204, 154
207, 170
210, 187
217, 202
229, 216
244, 227
262, 230
281, 226
296, 215
309, 201
317, 185
320, 168
323, 151
326, 134
327, 117
204, 112
211, 103
222, 99
234, 99
246, 101
270, 101
283, 97
295, 97
307, 99
315, 108
259, 117
259, 128
259, 140
259, 152
249, 162
254, 163
260, 164
265, 163
271, 161
219, 121
225, 116
234, 116
242, 121
234, 124
225, 125
277, 120
284, 113
293, 112
300, 117
294, 122
285, 122
239, 184
247, 180
255, 176
261, 178
266, 176
275, 180
285, 183
276, 191
267, 196
261, 197
254, 196
247, 192
243, 185
255, 184
261, 185
267, 184
280, 184
266, 185
261, 186
255, 185
