192, 127
192, 144
193, 162
195, 180
199, 197
208, 213
220, 226
236, 235
255, 237
274, 234
290, 225
304, 212
314, 198
319, 180
322, 163
324, 145
324, 128
202, 122
211, 115
224, 114
235, 118
246, 123
271, 124
282, 120
294, 117
305, 117
314, 123
258, 135
258, 147
257, 159
256, 172
244, 178
250, 180
257, 182
264, 180
270, 177
215, 135
223, 130
233, 130
241, 138
232, 140
222, 139
276, 137
284, 131
294, 130
301, 135
294, 139
285, 139
231, 197
240, 194
250, 193
257, 195
264, 193
273, 194
282, 196
273, 203
264, 208
257, 209
249, 208
240, 205
235, 198
250, 198
257, 200
264, 198
278, 197
264, 198
257, 200
250, 199
