192, 127
194, 142
197, 157
200, 172
205, 187
214, 199
225, 207
237, 211
251, 212
265, 211
278, 207
289, 196
297, 184
302, 169
304, 153
305, 137
306, 122
202, 112
210, 106
219, 105
229, 106
239, 109
253, 108
264, 104
274, 101
285, 103
292, 108
247, 116
247, 124
247, 131
247, 139
238, 153
243, 153
248, 154
253, 153
258, 152
214, 119
219, 114
226, 115
232, 120
226, 122
218, 122
262, 119
267, 112
275, 112
281, 116
276, 119
269, 120
230, 179
235, 170
243, 166
248, 167
254, 165
262, 169
269, 175
263, 177
256, 179
249, 180
244, 180
236, 179
233, 177
243, 172
248, 172
254, 171
266, 174
255, 172
249, 173
243, 172
