185, 134
185, 150
187, 168
187, 184
190, 201
199, 214
211, 225
227, 232
247, 235
266, 233
282, 226
297, 217
306, 204
311, 188
314, 172
317, 156
318, 139
189, 118
197, 108
211, 105
224, 106
238, 110
255, 110
270, 106
285, 105
299, 107
309, 118
247, 122
247, 130
246, 139
246, 149
233, 162
240, 163
246, 165
252, 164
259, 163
204, 126
211, 120
221, 119
229, 125
221, 128
211, 129
266, 126
275, 120
285, 121
292, 127
285, 130
275, 129
219, 190
228, 183
238, 180
245, 182
253, 181
263, 185
273, 191
262, 193
252, 194
245, 194
237, 193
228, 192
223, 189
237, 186
245, 186
253, 186
269, 190
252, 186
245, 186
237, 185
