182, 127
181, 145
183, 164
187, 183
192, 201
201, 216
212, 229
226, 239
243, 242
261, 239
279, 231
295, 218
307, 202
315, 183
319, 163
321, 142
321, 122
187, 114
194, 103
206, 100
219, 102
232, 106
251, 107
265, 102
279, 100
292, 103
303, 112
242, 120
242, 134
242, 148
241, 163
227, 169
234, 172
241, 175
250, 173
257, 170
201, 124
208, 118
218, 118
226, 124
217, 126
208, 127
262, 123
271, 117
280, 117
287, 123
280, 126
271, 126
219, 195
227, 191
235, 189
241, 191
248, 189
258, 192
269, 196
258, 202
248, 204
241, 205
234, 204
227, 202
223, 196
235, 195
241, 196
248, 196
265, 196
248, 195
241, 196
235, 195
