180, 131
179, 150
180, 169
184, 188
191, 204
201, 217
215, 227
232, 235
251, 237
269, 237
286, 232
301, 221
311, 207
318, 190
321, 172
324, 153
324, 135
195, 108
203, 97
216, 92
230, 94
243, 99
268, 102
281, 98
294, 97
307, 103
313, 115
255, 116
254, 128
255, 140
254, 152
241, 163
247, 165
254, 167
261, 166
267, 164
209, 121
216, 115
226, 114
235, 122
226, 124
216, 124
272, 124
281, 117
291, 118
298, 126
290, 128
280, 127
228, 191
237, 186
247, 183
254, 185
260, 184
269, 187
279, 194
269, 197
260, 198
253, 198
246, 197
237, 195
231, 191
247, 189
254, 191
260, 191
276, 193
260, 190
254, 190
247, 189
