190, 119
190, 138
191, 157
193, 177
199, 196
208, 212
221, 226
237, 236
257, 238
275, 235
290, 224
302, 209
309, 193
314, 174
317, 155
318, 137
317, 121
205, 109
213, 101
224, 98
236, 99
248, 103
271, 105
282, 101
294, 99
304, 102
310, 111
259, 118
259, 130
260, 143
260, 156
245, 165
251, 167
258, 169
264, 167
271, 165
219, 118
226, 114
235, 114
242, 120
234, 122
226, 122
275, 121
283, 115
292, 116
298, 120
292, 124
283, 124
231, 189
241, 185
250, 183
257, 184
265, 183
273, 185
281, 190
273, 198
265, 201
257, 201
249, 201
240, 197
234, 190
250, 190
257, 190
265, 190
278, 190
265, 191
258, 192
250, 191
