187, 121
189, 138
191, 155
193, 173
197, 191
206, 204
221, 214
238, 219
259, 221
279, 219
295, 213
307, 203
314, 188
317, 171
319, 155
322, 139
323, 123
201, 100
211, 91
225, 89
239, 90
252, 95
272, 96
284, 92
297, 91
309, 94
316, 104
263, 107
262, 115
262, 124
262, 132
248, 145
254, 146
261, 148
267, 147
274, 146
219, 110
226, 105
235, 105
243, 111
235, 113
226, 114
278, 113
286, 108
295, 109
301, 115
294, 117
286, 116
234, 175
244, 168
254, 164
261, 166
268, 164
277, 169
286, 176
277, 178
268, 179
261, 179
254, 178
244, 177
239, 175
254, 171
261, 172
268, 172
281, 176
268, 171
261, 172
254, 171
