196, 138
196, 152
197, 167
199, 182
203, 196
210, 209
221, 218
233, 226
249, 228
265, 226
279, 220
293, 212
303, 201
309, 186
312, 171
313, 154
314, 138
199, 118
205, 109
217, 108
228, 112
238, 116
254, 115
267, 110
280, 107
294, 108
304, 117
246, 125
246, 135
245, 145
244, 155
234, 165
239, 167
246, 168
252, 166
259, 165
208, 129
215, 124
223, 124
232, 130
223, 131
215, 132
266, 130
275, 123
284, 123
291, 128
284, 131
275, 131
225, 189
233, 184
241, 180
247, 182
254, 180
263, 183
273, 188
264, 193
255, 196
248, 197
241, 197
233, 195
229, 189
241, 187
247, 187
254, 186
269, 188
254, 187
247, 188
241, 187
