184, 135
185, 150
186, 167
187, 184
189, 201
196, 217
208, 229
223, 236
242, 239
263, 237
281, 231
295, 220
304, 206
309, 190
312, 173
315, 156
317, 138
191, 118
197, 106
209, 102
223, 103
235, 109
254, 109
268, 103
282, 102
296, 108
304, 120
244, 123
243, 133
242, 142
242, 153
230, 167
236, 168
242, 169
249, 168
255, 168
205, 127
211, 122
220, 121
227, 127
219, 129
211, 129
263, 128
271, 122
280, 123
287, 129
280, 131
271, 130
217, 194
225, 186
235, 181
242, 183
249, 182
260, 188
269, 195
259, 201
248, 204
240, 204
233, 203
224, 200
222, 194
235, 191
242, 192
249, 191
264, 194
249, 191
241, 192
234, 191
