178, 127
179, 145
182, 162
185, 180
191, 197
201, 211
215, 221
232, 229
251, 231
270, 228
285, 220
298, 208
307, 194
312, 177
315, 160
316, 143
317, 126
190, 111
199, 100
212, 98
226, 100
239, 106
261, 105
274, 100
287, 97
299, 100
307, 110
250, 117
250, 127
250, 137
250, 147
236, 158
243, 159
250, 161
257, 159
263, 158
208, 120
214, 115
223, 114
231, 120
223, 123
214, 124
268, 119
275, 113
285, 113
291, 118
285, 122
276, 121
224, 184
234, 178
243, 174
249, 177
256, 174
265, 178
274, 184
265, 189
257, 192
250, 193
243, 192
234, 190
229, 184
243, 182
249, 183
256, 182
269, 184
256, 182
250, 183
243, 182
